province,city,pm25,pm10,so2,no2,co,o3,temp,rh,psfc,u,v
河南,平顶山市,170.36841,237.82918,46.613724,46.107616,3.1724656,28.007883,276.563,55.542423,99819.75,3.3209724,5.977982
河南,开封市,198.46144,306.799,56.669514,65.04921,4.3366375,30.350725,275.1468,58.52389,101890.42,1.9599503,7.00796
河南,新乡市,211.98183,315.0341,70.94674,68.47959,4.79049,18.041222,275.46088,53.431488,100700.81,3.2139,5.8254375
河南,洛阳市,165.70293,224.30377,62.127075,41.639374,3.011855,24.149296,275.69263,59.46833,94897.27,2.6121626,2.0914576
河南,济源市,186.31657,258.5399,89.141106,64.35627,3.894622,24.059351,275.47168,52.599804,96199.21,2.5261726,-0.14113893
河南,漯河市,170.78345,246.83067,50.48967,49.07993,3.5173273,22.986065,276.20932,59.20225,102019.64,2.3123028,6.7456393
河南,濮阳市,203.88342,277.50095,42.34971,54.319534,2.5670824,9.547136,274.5978,55.092903,102189.85,2.4561267,6.7156186
河南,焦作市,233.19276,325.05493,110.61752,54.351696,6.736298,14.91587,276.61786,49.89985,100622.73,2.363341,0.22238636
河南,许昌市,201.94728,303.55066,64.77967,73.50832,4.315956,33.19708,275.69492,55.14634,101255.805,2.4874527,6.4279113
河南,郑州市,208.02628,317.4676,67.166245,81.011406,4.917466,32.660934,275.5173,55.96096,99734.6,2.4044561,5.8067565
河南,驻马店市,136.67166,172.63066,58.434505,34.725006,1.7619504,11.614684,276.07123,58.989872,101735.516,1.5096028,6.7797775
河南,鹤壁市,224.5203,309.1912,69.68283,76.21518,3.687701,11.949596,275.37854,54.070766,101160.94,4.788903,7.017954
浙江,丽水市,61.24388,81.82329,18.77558,43.29809,0.861406,29.51592,273.28003,60.03661,95551.96,-3.9185255,1.7853717
浙江,台州市,83.11971,116.862595,21.965519,69.148056,1.3859699,16.43002,274.44836,86.3268,100078.08,-1.4504832,-3.4054523
浙江,嘉兴市,127.97526,122.745636,32.451218,88.89528,1.5212673,9.279351,274.6961,70.11959,103087.734,-1.9244758,-0.6401272
浙江,宁波市,106.653946,135.28635,25.934933,77.8582,1.3096011,16.681808,274.9649,83.801216,101750.836,-0.5250114,-0.871698
浙江,杭州市,96.72846,111.16047,38.10966,63.83497,1.1341739,20.52816,273.0119,64.456726,99936.805,-2.7919989,0.60434914
浙江,温州市,85.101944,122.99575,25.214422,68.81132,1.1643234,14.702873,274.5661,77.330795,99081.336,-1.6937239,-3.9122972
浙江,湖州市,129.89069,135.19489,48.945187,95.236725,1.4129976,15.46148,273.8567,60.785587,101844.45,-2.509029,2.6738653
浙江,绍兴市,119.95959,145.42862,31.759897,84.6277,1.4509794,11.782428,273.64404,78.66988,100892.195,-3.564129,1.2999027
浙江,舟山市,27.15442,27.968706,4.1496196,12.291101,0.33535203,52.723785,277.36755,77.983215,102822.22,-1.2661204,-2.0485659
浙江,衢州市,78.96883,99.25386,20.543886,38.3854,1.0122639,23.361408,274.5496,50.645077,98957.73,-4.79785,-0.4612236
浙江,金华市,89.19839,115.46899,25.235868,63.99809,1.2963326,16.263744,273.49634,72.01085,99394.57,-3.8545802,0.7591162
海南,三亚市,64.72888,74.244675,13.222876,5.888495,0.6122037,58.933655,289.50327,75.14783,99473.77,-6.147235,-6.006036
海南,海南,59.625416,78.83488,12.194999,8.432591,0.6327956,63.72583,288.65643,87.0808,99832.94,-5.137909,-4.1364126
海南,海口市,42.79352,63.914032,7.1470456,9.432075,0.56711787,69.947044,290.18985,83.43757,101745.24,-5.6317935,-3.3022187
湖北,仙桃市,169.29523,168.04083,18.700068,50.04624,1.2044873,27.535292,278.76096,57.878967,102557.27,-4.5349197,1.6375049
湖北,十堰市,153.81642,178.69115,54.013348,25.922665,1.3323733,24.28281,275.26117,60.15514,94166.33,-1.5919014,0.086308494
湖北,咸宁市,122.97214,125.00119,13.597171,28.556217,1.0689102,31.283255,277.39032,63.067417,100675.38,-3.8035948,4.427568
湖北,天门市,183.82484,194.30092,27.231554,94.146065,1.4664948,16.71987,278.1812,58.404736,102492.25,-3.4722319,2.6700823
湖北,孝感市,189.58228,213.82874,34.29176,130.30287,1.9487294,3.5099342,277.17136,59.74455,101910.586,-3.5588877,4.8822227
湖北,宜昌市,139.68896,157.99574,72.49039,27.42932,1.1127783,22.067385,275.95435,54.15195,95124.64,0.78191227,2.1742291
湖北,恩施土家族苗族自治州,107.832016,119.65012,32.41636,11.999033,0.8505129,38.99122,274.388,60.893593,90317.29,0.16313677,2.7823331
湖北,武汉市,169.29765,190.53622,33.72045,96.26211,1.7319555,12.833768,277.53873,60.756134,102498.125,-4.463875,4.211724
湖北,潜江市,196.29895,206.90874,34.26016,56.074947,1.515454,28.502064,278.88757,59.944717,102514.0,-2.123155,1.972019
湖北,神农架林区,70.370445,77.98413,27.746572,8.294396,0.60198706,47.349056,274.4584,46.757305,83612.86,3.1409519,3.698078
湖北,荆州市,210.54965,208.32906,44.20585,40.59986,1.5879929,27.38916,279.04315,55.886192,102254.97,-0.7464627,2.4937477
湖北,荆门市,197.8541,209.73949,43.691975,58.379227,1.5329794,18.061913,277.6551,58.229843,101403.414,-1.1273888,4.774445
湖北,襄樊市,144.53584,160.1299,61.24158,28.479235,1.1782178,18.687904,276.6262,54.543247,98337.87,0.2230271,5.428774
湖北,鄂州市,172.45392,198.25337,38.052753,91.35704,1.7095711,15.924291,277.13348,58.50759,102563.89,-4.862383,3.8362288
湖北,随州市,169.31023,185.5552,33.44817,88.659164,1.5899961,9.400621,276.3035,59.552254,100693.664,-1.3001301,6.0442605
湖北,黄冈市,133.06342,145.4135,18.612617,54.394943,1.3861644,27.634132,275.4015,49.037933,100764.18,-4.136067,2.1210754
湖北,黄石市,124.97006,145.95842,23.325392,53.861935,1.309675,24.764046,276.63013,59.982956,101373.13,-4.16008,3.4150324
湖南,娄底市|婁底市,193.99261,263.0675,33.302574,73.91766,2.0388117,11.123852,277.7345,61.70421,98252.78,-2.9215477,1.037334
湖南,岳阳市|岳陽市,177.62561,171.58205,18.732502,54.741932,1.8971739,28.527185,278.8849,55.98776,101438.44,-3.403941,2.5659623
湖南,常德市|常德市,194.11845,212.14127,42.347878,46.22764,1.8236438,22.553005,278.2393,61.953922,100429.96,-0.4846844,1.8681409
湖南,张家界市|張家界市,121.34785,133.81415,32.628696,14.497919,0.90643746,33.85561,276.12415,68.22573,96161.68,-1.2204243,1.7160074
湖南,怀化市|懷化市,100.678764,112.339165,25.841354,13.584035,0.7981021,32.36606,279.0649,56.292816,97294.234,-3.3365293,1.1377814
湖南,株洲市|株洲市,126.48764,141.4214,26.341799,14.719665,1.840484,25.903212,278.44434,51.133324,99037.516,-6.242073,0.34267804
湖南,永州市|永州市,85.53199,95.83231,19.45976,14.154,0.8074474,29.852287,279.05914,57.775864,97427.914,-3.6094484,-1.8521805
湖南,湘潭市|湘潭市,213.99684,322.31052,40.05548,76.5968,2.816597,5.8544707,279.17725,57.795372,101447.52,-3.99998,-0.84711367
湖南,湘西土家族苗族自治州|湘西土家族苗族自治州,111.80772,123.84811,28.814846,12.336033,0.84947276,34.592484,277.43115,65.94837,96230.49,-3.359046,0.11673694
湖南,益阳市|益陽市,175.20305,212.24986,17.62648,90.40073,1.7862407,14.226997,278.7768,60.519035,100092.32,-2.1337647,2.899233
湖南,衡阳市|衡陽市,158.2287,191.10783,27.650984,32.06667,1.8610327,22.651485,279.58432,54.97151,100879.914,-3.6484773,-2.2589252
湖南,邵阳市|邵陽市,120.54812,141.82663,24.083761,21.1566,1.1898775,27.240437,277.7694,55.1566,96162.12,-3.7700436,0.5152913
湖南,郴州市|郴州市,59.612473,66.10239,16.468882,13.656495,0.5806609,34.269733,278.84158,49.97062,96700.37,-3.1659555,-0.6123264
湖南,长沙市|長沙市,193.53592,231.33249,28.052563,60.197735,2.8046253,12.352585,278.24112,60.179535,100765.305,-4.606103,1.1368656
甘肅|甘肃,临夏回族自治州,40.61926,52.524834,18.683723,23.537197,1.3021743,35.740597,275.24664,28.476727,76853.77,2.0634513,0.9441951
甘肅|甘肃,兰州市,59.298447,75.578804,24.452114,28.142056,1.4280914,26.915203,273.06143,32.55981,78947.586,-0.32830968,-0.25489458
甘肅|甘肃,嘉峪关市,11.873303,14.227376,8.744267,9.190175,0.23669074,41.62891,266.0843,33.58609,81257.84,-3.8630798,2.5848098
甘肅|甘肃,天水市,126.16982,140.24463,32.39561,9.347767,1.0404129,39.88278,272.35403,82.09163,82760.87,-0.47396746,6.231539
甘肅|甘肃,定西市,70.3356,86.42958,19.811571,10.423167,0.98357093,40.00174,274.14008,53.799774,77173.1,-0.7111315,3.5712132
甘肅|甘肃,平凉市,149.20221,173.37791,40.78875,23.96661,1.7778093,30.791487,272.55142,78.14435,84815.91,-0.2729532,4.731258
甘肅|甘肃,庆阳市,151.9283,173.53125,40.43951,23.312391,1.7383667,32.739315,271.9699,75.36943,85969.625,-0.97688925,3.502066
甘肅|甘肃,张掖市,8.899403,10.11181,3.8345406,4.129353,0.19964798,60.640877,268.2474,30.233416,73717.74,2.1894183,3.2558174
甘肅|甘肃,武威市,24.383387,29.37986,10.205913,6.905372,0.50577265,45.837402,268.36035,32.58666,81129.8,0.21896546,1.3441408
甘肅|甘肃,甘南藏族自治州,7.0813775,8.056783,1.6652418,1.3414879,0.18090002,67.90056,272.44913,31.153473,67480.65,8.509007,2.5320604
甘肅|甘肃,白银市,88.30114,104.68245,27.483953,18.12532,1.1720072,29.869762,271.39194,63.546864,81393.01,-2.0395286,4.2540154
甘肅|甘肃,酒泉市,4.671733,5.2532077,2.2252069,1.7838025,0.1621534,52.201218,266.5051,29.439495,80436.19,-3.7840502,1.9168347
甘肅|甘肃,金昌市,24.113781,28.360552,11.930541,9.17537,0.39369586,48.456207,268.4979,32.155254,80344.77,-0.30070776,2.0856884
甘肅|甘肃,陇南市,127.84492,138.69046,31.386564,8.116442,0.9133382,45.696335,272.7156,80.422195,82215.19,0.1500502,4.338421
福建,三明市,29.6889,33.635044,11.091162,18.35689,0.40475193,44.484066,276.35614,49.88235,96132.08,-4.876454,-0.16520427
福建,南平市,37.73585,42.321884,10.9156275,20.08861,0.4386698,40.103474,276.17636,44.451824,96885.98,-3.9727545,0.06753044
福建,厦门市,34.68868,58.189663,18.963854,36.29597,0.384424,50.568027,280.62524,70.4563,101465.31,-5.3246455,-9.537615
福建,宁德市,54.807705,68.61416,13.5512495,40.320988,0.57802355,28.156052,274.78708,62.791443,96301.63,-2.560454,-3.455637
福建,泉州市,35.04309,46.105663,13.283994,30.549814,0.45361987,41.0512,277.54572,69.405846,97454.66,-4.3801785,-5.7090945
福建,漳州市,31.912859,46.735893,16.323742,29.54137,0.36852804,48.322346,279.1266,61.650642,99060.734,-5.1345434,-5.4106603
福建,福州市,43.80909,64.287476,9.27646,37.010067,0.87435013,33.844486,278.08755,75.55168,98518.266,-4.114188,-5.970484
福建,莆田市,34.082157,47.778645,10.23518,29.729946,0.6957606,42.88122,279.48706,81.89932,99349.984,-4.5725017,-7.9588895
福建,龙岩市,24.405382,28.452564,12.965426,17.03082,0.34741947,46.614914,278.11148,46.757435,95975.836,-4.7627144,-1.5486872
西藏自治區|西藏自治区,山南地区,2.7820091,4.4313607,0.308683,0.54347754,0.097482145,83.20639,266.72772,36.029984,57160.152,9.725948,6.2705564
西藏自治區|西藏自治区,拉萨市,2.9395146,8.117024,0.3200669,0.47190088,0.100776695,78.35949,266.4808,36.086475,56575.062,9.920231,7.88104
西藏自治區|西藏自治区,日喀则地区,12.667839,14.105287,2.8702226,0.72001845,0.15373242,74.2337,261.769,64.12957,55076.66,9.004696,14.857388
西藏自治區|西藏自治区,昌都地区,0.9567527,1.069766,0.09438155,0.41627976,0.09404076,77.22963,268.68033,45.372128,59280.375,6.667449,6.819125
西藏自治區|西藏自治区,林芝地区,2.161044,2.414893,0.16243167,0.87049085,0.09711988,77.46032,268.45636,58.874176,61323.836,3.199282,3.6868677
西藏自治區|西藏自治区,那曲地区,6.7956877,7.898779,1.5226487,0.24122354,0.14535628,87.66844,263.6342,51.024944,54809.875,13.399198,12.208661
西藏自治區|西藏自治区,阿里地区,16.918337,18.828293,3.631078,0.80984265,0.2358893,85.638695,257.85974,64.90746,54042.12,14.797152,11.60669
貴州|贵州,六盘水市,82.591576,102.08494,47.28524,20.179688,0.9339791,36.867256,278.36966,93.279976,83399.125,0.7710024,3.676241
貴州|贵州,安顺市,88.20072,116.856636,31.50131,21.654942,0.9320179,42.937374,279.1289,83.80353,88736.6,-1.995782,6.9560814
貴州|贵州,毕节地区,91.48479,112.80854,43.52759,16.814985,1.0394921,38.543335,278.5419,84.68162,83824.22,1.6195401,4.2388635
貴州|贵州,贵阳市,99.6272,133.96591,62.270775,32.288216,1.3440824,31.516207,278.6981,76.47318,88747.94,-0.5733139,8.385469
貴州|贵州,遵义市,105.56075,178.68607,42.161613,29.16782,1.5282322,30.299578,277.40268,74.645805,90998.15,-4.709714,4.6335983
貴州|贵州,铜仁地区,126.615234,152.94937,39.581005,13.631178,1.0917628,35.264465,277.2795,68.995605,93585.02,-3.3616955,2.2362409
貴州|贵州,黔东南苗族侗族自治州,108.940544,128.76166,30.68398,14.667028,0.9292245,36.42035,278.4005,69.29573,93425.625,-3.0478063,2.2945147
貴州|贵州,黔南布依族苗族自治州,108.66627,138.8453,33.820553,33.55874,0.98851794,34.21846,278.63873,74.16908,91039.18,-2.2486062,5.62526
貴州|贵州,黔西南布依族苗族自治州,92.516365,111.53772,27.122896,7.627973,0.8446005,51.06046,279.93063,84.599525,89138.84,-0.22191031,5.5431943
遼寧|辽宁,丹东市,151.90216,193.32452,66.67988,49.369915,1.8032428,4.0115595,263.52145,84.65716,99332.46,4.1750336,-4.3659077
遼寧|辽宁,大连市,117.7785,141.98442,60.308777,45.833733,1.1562355,17.33,268.28012,83.79483,101792.945,2.7478404,-5.075758
遼寧|辽宁,抚顺市,163.97267,244.65305,73.3238,54.43477,2.259725,7.970899,254.99402,83.40633,97523.75,4.4243846,-1.2609127
遼寧|辽宁,朝阳市,87.27373,112.01376,53.50218,30.383886,1.9473475,27.03983,261.83344,59.13086,97363.375,1.5349988,-7.689111
遼寧|辽宁,本溪市,162.63431,228.55002,104.19546,51.78298,2.1681495,5.387348,258.85852,82.58138,96821.805,3.8454094,-2.8253646
遼寧|辽宁,沈阳市,98.252556,149.42879,47.450066,35.799263,1.7933975,17.153488,254.87578,72.8137,102308.52,1.383,-5.7260084
遼寧|辽宁,盘锦市,88.47164,122.574776,35.14128,36.11644,1.3401713,12.978269,261.26535,66.01965,103029.16,-2.9838152,-5.9827967
遼寧|辽宁,葫芦岛市,199.84088,272.8565,89.728806,59.925335,4.1149116,19.447887,265.1506,55.077362,100330.39,0.3074392,-7.129402
遼寧|辽宁,辽阳市,201.44777,299.39276,145.57516,54.048084,3.1908562,3.557921,257.75467,81.372025,100876.234,-0.9817833,-4.427432
遼寧|辽宁,铁岭市,127.92354,176.58943,42.50434,44.708622,1.7365015,13.396746,253.70071,77.09778,100494.766,1.9692723,-4.8581553
遼寧|辽宁,锦州市,64.80273,82.85861,23.155739,25.49569,1.1387416,20.902588,261.0719,65.82718,102154.695,-0.39740273,-5.830957
遼寧|辽宁,阜新市,34.696392,46.180225,15.156242,14.174468,0.5658655,29.725729,257.6393,71.89849,100521.664,2.8474731,-7.059652
遼寧|辽宁,鞍山市,164.7367,227.66045,95.63849,50.779415,2.4580073,5.2670593,261.13397,70.16526,100769.555,-0.16188172,-6.252269
重慶|重庆,重慶|重庆,99.52925,145.24529,35.02981,38.90627,1.471087,30.624462,279.2485,53.26861,93881.086,-3.841682,3.9180467
陝西|陕西,咸阳市,270.18185,340.21207,92.74383,93.71952,4.870481,32.37627,275.68893,57.830433,91588.16,-3.149762,-0.92745245
陝西|陕西,商洛市,178.21179,227.71991,39.575836,45.712467,1.9708122,36.96975,272.61667,76.47111,89799.91,0.27435753,3.1688528
陝西|陕西,安康市,129.11604,155.49289,36.197807,20.283976,1.2053204,41.121037,275.51266,62.426403,90399.43,-0.6049125,1.1259267
陝西|陕西,宝鸡市,158.31458,188.73561,51.852726,35.78295,2.1739612,41.564934,274.04608,72.01687,86688.27,0.4157282,3.7809002
陝西|陕西,延安市,150.02473,171.26659,62.051113,26.733356,1.6071293,31.651882,272.57758,67.841286,87847.07,0.6925366,3.0032136
陝西|陕西,榆林市,119.7134,133.9881,55.35535,23.541811,0.9297901,23.37022,269.06085,68.7893,88268.625,-1.221779,0.17509848
陝西|陕西,汉中市,124.107994,138.30905,37.490242,10.437169,1.0395367,51.44655,275.56354,70.16574,89408.58,0.29338282,1.7204211
陝西|陕西,渭南市,304.8706,397.74115,113.561714,86.349785,5.3105874,23.618847,277.28036,55.5022,94847.1,-2.4411385,-2.0854862
陝西|陕西,西安市,209.77103,274.4458,80.356865,78.809685,3.3122644,38.855038,276.44363,61.744244,90930.375,0.7476676,2.4486594
陝西|陕西,铜川市,285.3655,364.5226,110.8655,86.98162,5.09731,35.057056,274.3756,61.248634,89710.14,-0.91423035,1.2656888
雲南|云南,临沧市,38.614838,42.02032,8.908732,3.2626555,0.40897307,64.21248,284.08173,89.47812,84406.45,2.5415592,2.5921128
雲南|云南,丽江市,8.54134,9.512826,2.3933015,2.7041128,0.16929585,62.68711,280.43536,47.674416,74822.164,7.126758,-1.5718777
雲南|云南,保山市,24.10428,26.960405,6.0166683,3.965357,0.30316174,68.21105,283.2945,72.323555,82202.95,4.2416115,-0.6894239
雲南|云南,大理白族自治州,19.861385,22.24769,5.0878596,4.076959,0.26332125,65.11604,281.23593,63.10084,78405.805,7.075328,-0.4792649
雲南|云南,德宏傣族景颇族自治州,27.57339,30.957302,6.451953,3.6378818,0.3215398,76.62969,286.18323,70.738365,86436.555,1.1681834,0.16629992
雲南|云南,怒江傈僳族自治州,8.924657,10.329947,1.1780981,1.5260553,0.15115851,70.04645,275.87692,69.59192,73064.46,2.6311688,-1.3250315
雲南|云南,文山壮族苗族自治州,87.06069,97.50748,16.182726,5.6152463,0.72178996,51.990765,280.24066,88.08582,87078.94,2.5629194,4.2057323
雲南|云南,昆明市,43.932808,81.92397,18.138512,36.49535,1.5770457,41.3687,280.41037,88.3721,79486.47,8.275266,2.5761824
雲南|云南,昭通市,145.65393,163.0898,46.105865,10.44615,1.1351014,48.784485,279.0325,73.42704,84270.99,0.2993238,0.5456626
雲南|云南,普洱市,54.8201,59.56955,12.358275,2.803778,0.4931868,63.324444,282.4775,95.36578,86518.02,0.0555301,2.73725
雲南|云南,曲靖市,47.761745,75.45086,18.312912,22.489328,0.9964356,47.135956,280.7927,80.14841,80175.79,7.899827,2.8070812
雲南|云南,楚雄彝族自治州,30.32965,29.828985,8.397014,8.67119,0.6461219,61.202423,282.52997,78.853645,81238.59,6.910058,3.2139702
雲南|云南,玉溪市,47.165054,58.89091,13.930929,19.372677,1.3421497,52.414066,281.28506,91.981705,83909.79,3.3346207,3.4260302
雲南|云南,红河哈尼族彝族自治州,55.71067,71.37441,14.134926,8.63965,0.7904407,61.38632,280.9399,91.14682,85657.53,1.6350796,2.7866433
雲南|云南,西双版纳傣族自治州,58.10491,62.635685,14.054213,2.2517567,0.5046963,68.035515,284.32935,87.54874,89541.0,-2.8606892,0.24592254
雲南|云南,迪庆藏族自治州,4.5405326,5.110593,1.0390682,1.4923421,0.12314866,65.14348,273.39615,61.32334,67400.62,6.1797013,-0.12796348
青海,果洛藏族自治州,2.863599,3.27536,0.5590159,0.61208814,0.12967522,74.902084,265.54477,54.644268,59833.56,5.6912885,5.461788
青海,海东地区,41.766464,55.834732,16.803686,18.750284,1.3191544,43.622074,274.3892,19.590181,72631.61,2.7187994,1.4872229
青海,海北藏族自治州,5.5404034,6.4244556,2.0702457,1.5600204,0.19287886,66.691246,266.82617,29.001328,64621.58,5.588263,3.1663682
青海,海南藏族自治州,4.36119,4.9949164,1.0367358,0.82265556,0.15253049,67.39294,271.50528,31.297762,66317.66,4.8419204,4.199085
青海,海西蒙古族藏族自治州,4.7740164,5.374387,1.6490747,0.70214,0.14469206,65.19889,268.26593,31.609104,65368.78,-0.10706481,4.9375453
青海,玉树藏族自治州,2.4867933,2.834987,0.5988251,0.16687953,0.11703666,84.51614,265.97046,47.969715,56383.797,11.493299,8.646637
青海,西宁市,33.216244,50.733917,21.31187,14.696987,1.1781626,52.211224,272.54114,21.409212,69475.87,5.323656,2.182013
青海,黄南藏族自治州,3.650177,4.213225,0.7765702,0.78787595,0.14864784,65.54695,270.49136,34.017475,65447.863,6.969486,4.720964
黑龙江省|黑龍江省,七台河市,42.738174,47.468777,11.227971,16.00735,0.45381558,30.381811,251.76852,73.72489,98846.266,5.8982697,-1.4707102
黑龙江省|黑龍江省,伊春市,9.880351,11.147095,5.7027426,7.3903704,0.27263734,40.905933,249.9389,59.937855,97530.67,2.2252355,-3.7044237
黑龙江省|黑龍江省,佳木斯市,10.624301,12.140725,4.446562,7.5716076,0.28603467,42.630863,250.75159,67.09471,101134.69,5.513025,0.2708354
黑龙江省|黑龍江省,双鸭山市,17.06729,19.201998,7.155097,12.175704,0.32174614,36.52652,250.61823,67.53199,100473.34,6.591965,-0.23824851
黑龙江省|黑龍江省,哈尔滨市,97.43456,116.53529,20.964087,31.517567,1.141785,31.785105,253.19078,73.476715,99512.96,-0.35343838,-0.46617773
黑龙江省|黑龍江省,大兴安岭地区,4.068707,4.6071415,3.033758,3.137863,0.2129423,43.494495,247.24147,75.450935,95728.15,3.802848,-0.9521061
黑龙江省|黑龍江省,大庆市,127.542885,149.76886,26.907705,48.708702,1.3377348,12.298269,246.05594,74.58218,101181.82,-0.57009447,-4.976184
黑龙江省|黑龍江省,牡丹江市,39.748795,44.21814,13.920667,16.307558,0.41702116,33.947468,255.48288,69.97206,95930.03,3.0010064,-0.5129624
黑龙江省|黑龍江省,绥化市,94.275116,91.848236,13.80338,21.407598,0.97504157,30.42992,247.67004,73.07485,100204.29,-1.6455092,-3.3320956
黑龙江省|黑龍江省,鸡西市,35.41879,38.918278,10.03984,16.28055,0.4173084,31.493551,253.11801,73.63356,100513.48,5.6404233,-1.7294086
黑龙江省|黑龍江省,鹤岗市,4.364061,4.9593534,2.7376542,4.668559,0.24516277,48.044857,250.90244,56.380413,100031.66,5.8880053,-4.750129
黑龙江省|黑龍江省,黑河市,7.364539,8.40021,3.6133714,5.0017214,0.24862929,39.615467,246.44684,73.252365,98115.11,0.00397891,-2.9381535
黑龙江省|黑龍江省,齐齐哈尔市,36.89639,40.745483,9.14563,12.424369,0.44173712,27.885103,245.75525,74.039604,100357.79,-0.20601885,-5.121358
